year,lower,upper,hs_category,iso,country,hours
2023,26,32,Moderate (26-32),AFG,Afghanistan,1701.876220703125
2023,26,32,Moderate (26-32),GBR,United Kingdom,122.4596176147461
2023,26,32,Moderate (26-32),ALB,Albania,1247.904296875
2023,26,32,Moderate (26-32),DZA,Algeria,3357.6337890625
2023,26,32,Moderate (26-32),USA,United States,1067.0006103515625
2023,26,32,Moderate (26-32),ATG,Antigua & Barbuda,3947.215576171875
2023,26,32,Moderate (26-32),ARG,Argentina,1403.9901123046875
2023,26,32,Moderate (26-32),AND,Andorra,288.85797119140625
2023,26,32,Moderate (26-32),AGO,Angola,3282.646484375
2023,26,32,Moderate (26-32),ARM,Armenia,581.84527587890625
2023,26,32,Moderate (26-32),NLD,Netherlands,378.4996032714844
2023,26,32,Moderate (26-32),AUS,Australia,2800.091796875
2023,26,32,Moderate (26-32),AUT,Austria,498.5277404785156
2023,26,32,Moderate (26-32),AZE,Azerbaijan,1368.1009521484375
2023,26,32,Moderate (26-32),BHS,"Bahamas, The",4451.8798828125
2023,26,32,Moderate (26-32),BRB,Barbados,4110.75341796875
2023,26,32,Moderate (26-32),BLR,Belarus,417.58331298828125
2023,26,32,Moderate (26-32),BEL,Belgium,407.31488037109375
2023,26,32,Moderate (26-32),BLZ,Belize,5254.95263671875
2023,26,32,Moderate (26-32),BTN,Bhutan,656.091064453125
2023,26,32,Moderate (26-32),BOL,Bolivia,3480.9716796875
2023,26,32,Moderate (26-32),BIH,Bosnia & Herzegovina,934.8751220703125
2023,26,32,Moderate (26-32),BWA,Botswana,2910.27734375
2023,26,32,Moderate (26-32),NOR,Norway,43.63544464111328
2023,26,32,Moderate (26-32),COL,Colombia,5257.99267578125
2023,26,32,Moderate (26-32),COM,Comoros,5308.3388671875
2023,26,32,Moderate (26-32),BRA,Brazil,4857.35498046875
2023,26,32,Moderate (26-32),FRA,France,1209.18701171875
2023,26,32,Moderate (26-32),COD,"Congo, Dem Rep of the",4363.96484375
2023,26,32,Moderate (26-32),COG,"Congo, Rep of the",4737.46142578125
2023,26,32,Moderate (26-32),NZL,New Zealand,124.92658233642578
2023,26,32,Moderate (26-32),BRN,Brunei,7122.7392578125
2023,26,32,Moderate (26-32),BGR,Bulgaria,1067.3485107421875
2023,26,32,Moderate (26-32),BFA,Burkina Faso,5231.8994140625
2023,26,32,Moderate (26-32),BDI,Burundi,2417.735107421875
2023,26,32,Moderate (26-32),CPV,Cabo Verde,2140.169677734375
2023,26,32,Moderate (26-32),KHM,Cambodia,6414.24072265625
2023,26,32,Moderate (26-32),CMR,Cameroon,4300.29150390625
2023,26,32,Moderate (26-32),CAN,Canada,193.64756774902344
2023,26,32,Moderate (26-32),CRI,Costa Rica,4674.3935546875
2023,26,32,Moderate (26-32),CIV,Cote d'Ivoire,5029.07568359375
2023,26,32,Moderate (26-32),HRV,Croatia,1162.1336669921875
2023,26,32,Moderate (26-32),CUB,Cuba,5107.6337890625
2023,26,32,Moderate (26-32),CAF,Central African Rep,4634.490234375
2023,26,32,Moderate (26-32),TCD,Chad,4485.11572265625
2023,26,32,Moderate (26-32),CHL,Chile,653.0743408203125
2023,26,32,Moderate (26-32),CHN,China,1157.47509765625
2023,26,32,Moderate (26-32),CYP,Cyprus,2231.6630859375
2023,26,32,Moderate (26-32),CZE,Czechia,537.3599853515625
2023,26,32,Moderate (26-32),DNK,Denmark,110.52471160888672
2023,26,32,Moderate (26-32),DJI,Djibouti,5690.7470703125
2023,26,32,Moderate (26-32),DMA,Dominica,3445.092529296875
2023,26,32,Moderate (26-32),DOM,Dominican Republic,4499.66943359375
2023,26,32,Moderate (26-32),ECU,Ecuador,3670.690673828125
2023,26,32,Moderate (26-32),EGY,Egypt,3082.66455078125
2023,26,32,Moderate (26-32),SLV,El Salvador,5382.5263671875
2023,26,32,Moderate (26-32),GNQ,Equatorial Guinea,4461.7578125
2023,26,32,Moderate (26-32),ERI,Eritrea,4864.81982421875
2023,26,32,Moderate (26-32),EST,Estonia,188.49148559570312
2023,26,32,Moderate (26-32),ETH,Ethiopia,3354.509521484375
2023,26,32,Moderate (26-32),FJI,Fiji,3722.541748046875
2023,26,32,Moderate (26-32),FIN,Finland,101.89111328125
2023,26,32,Moderate (26-32),GAB,Gabon,4548.89013671875
2023,26,32,Moderate (26-32),GMB,"Gambia, The",5472.13427734375
2023,26,32,Moderate (26-32),MAR,Morocco,2248.172119140625
2023,26,32,Moderate (26-32),MOZ,Mozambique,3517.30712890625
2023,26,32,Moderate (26-32),NAM,Namibia,2794.242919921875
2023,26,32,Moderate (26-32),GEO,Georgia,742.4793701171875
2023,26,32,Moderate (26-32),DEU,Germany,489.80621337890625
2023,26,32,Moderate (26-32),GHA,Ghana,5649.98095703125
2023,26,32,Moderate (26-32),GRC,Greece,1385.202880859375
2023,26,32,Moderate (26-32),GRL,Greenland,19.994901657104492
2023,26,32,Moderate (26-32),GRD,Grenada,4494.662109375
2023,26,32,Moderate (26-32),NRU,Nauru,6934
2023,26,32,Moderate (26-32),GTM,Guatemala,4183.58203125
2023,26,32,Moderate (26-32),NPL,Nepal,2412.5107421875
2023,26,32,Moderate (26-32),GIN,Guinea,4529.18603515625
2023,26,32,Moderate (26-32),GNB,Guinea-Bissau,5821.57470703125
2023,26,32,Moderate (26-32),GUY,Guyana,5073.478515625
2023,26,32,Moderate (26-32),HTI,Haiti,5281.76123046875
2023,26,32,Moderate (26-32),JOR,Jordan,2372.075927734375
2023,26,32,Moderate (26-32),HND,Honduras,4196.6728515625
2023,26,32,Moderate (26-32),HUN,Hungary,1070.86767578125
2023,26,32,Moderate (26-32),ISL,Iceland,7.702644348144531
2023,26,32,Moderate (26-32),IDN,Indonesia,5730.25146484375
2023,26,32,Moderate (26-32),IRN,Iran,2474.6015625
2023,26,32,Moderate (26-32),IRQ,Iraq,3328.12548828125
2023,26,32,Moderate (26-32),IRL,Ireland,71.70787048339844
2023,26,32,Moderate (26-32),KAZ,Kazakhstan,967.400634765625
2023,26,32,Moderate (26-32),KEN,Kenya,3692.9794921875
2023,26,32,Moderate (26-32),KIR,Kiribati,5421.556640625
2023,26,32,Moderate (26-32),PRK,"Korea, North",793.48602294921875
2023,26,32,Moderate (26-32),KOR,"Korea, South",1243.287109375
2023,26,32,Moderate (26-32),XKX,Kosovo,924.1837158203125
2023,26,32,Moderate (26-32),SRB,Serbia,1053.1544189453125
2023,26,32,Moderate (26-32),SYC,Seychelles,4512.5029296875
2023,26,32,Moderate (26-32),SLE,Sierra Leone,5523.92529296875
2023,26,32,Moderate (26-32),SGP,Singapore,7112.4052734375
2023,26,32,Moderate (26-32),ITA,Italy,1266.93310546875
2023,26,32,Moderate (26-32),JAM,Jamaica,5421.16357421875
2023,26,32,Moderate (26-32),JPN,Japan,1192.117431640625
2023,26,32,Moderate (26-32),KGZ,Kyrgyzstan,390.18524169921875
2023,26,32,Moderate (26-32),LAO,Laos,4072.468505859375
2023,26,32,Moderate (26-32),LVA,Latvia,253.55206298828125
2023,26,32,Moderate (26-32),LBN,Lebanon,1662.7607421875
2023,26,32,Moderate (26-32),LSO,Lesotho,453.0933837890625
2023,26,32,Moderate (26-32),LBR,Liberia,5049.12939453125
2023,26,32,Moderate (26-32),LBY,Libya,2823.116943359375
2023,26,32,Moderate (26-32),LIE,Liechtenstein,627.494873046875
2023,26,32,Moderate (26-32),LTU,Lithuania,334.8912048339844
2023,26,32,Moderate (26-32),LUX,Luxembourg,409.3125915527344
2023,26,32,Moderate (26-32),MCO,Monaco,1291
2023,26,32,Moderate (26-32),MNG,Mongolia,494.9984436035156
2023,26,32,Moderate (26-32),MNE,Montenegro,739.420654296875
2023,26,32,Moderate (26-32),MKD,Macedonia,1032.14208984375
2023,26,32,Moderate (26-32),MDG,Madagascar,3317.214111328125
2023,26,32,Moderate (26-32),MWI,Malawi,2893.427734375
2023,26,32,Moderate (26-32),MYS,Malaysia,5850.7412109375
2023,26,32,Moderate (26-32),MDV,Maldives,6790.8037109375
2023,26,32,Moderate (26-32),MLI,Mali,4972.29150390625
2023,26,32,Moderate (26-32),MLT,Malta,1504.9556884765625
2023,26,32,Moderate (26-32),MHL,Marshall Is,4969.54833984375
2023,26,32,Moderate (26-32),MRT,Mauritania,4445.58447265625
2023,26,32,Moderate (26-32),MUS,Mauritius,3081.9443359375
2023,26,32,Moderate (26-32),MEX,Mexico,3149.14501953125
2023,26,32,Moderate (26-32),FSM,"Micronesia, Fed States of",5993.51171875
2023,26,32,Moderate (26-32),MDA,Moldova,1028.985107421875
2023,26,32,Moderate (26-32),NIC,Nicaragua,4875.99658203125
2023,26,32,Moderate (26-32),OMN,Oman,4689.4521484375
2023,26,32,Moderate (26-32),PAK,Pakistan,3461.721923828125
2023,26,32,Moderate (26-32),PLW,Palau,6180.38671875
2023,26,32,Moderate (26-32),PAN,Panama,5576.83544921875
2023,26,32,Moderate (26-32),PNG,Papua New Guinea,4698.5654296875
2023,26,32,Moderate (26-32),PRY,Paraguay,4095.036376953125
2023,26,32,Moderate (26-32),PER,Peru,3610.128662109375
2023,26,32,Moderate (26-32),PHL,Philippines,5729.71484375
2023,26,32,Moderate (26-32),POL,Poland,517.7413330078125
2023,26,32,Moderate (26-32),PRT,Portugal,1247.8564453125
2023,26,32,Moderate (26-32),ROU,Romania,923.9263916015625
2023,26,32,Moderate (26-32),RUS,Russia,249.61981201171875
2023,26,32,Moderate (26-32),RWA,Rwanda,2157.872314453125
2023,26,32,Moderate (26-32),WSM,Samoa,4689.01904296875
2023,26,32,Moderate (26-32),SMR,San Marino,1451
2023,26,32,Moderate (26-32),TON,Tonga,2350.20166015625
2023,26,32,Moderate (26-32),TTO,Trinidad & Tobago,4878.09765625
2023,26,32,Moderate (26-32),TUN,Tunisia,2420.349609375
2023,26,32,Moderate (26-32),TKM,Turkmenistan,2199.396484375
2023,26,32,Moderate (26-32),STP,Sao Tome & Principe,4558.2060546875
2023,26,32,Moderate (26-32),SAU,Saudi Arabia,3907.42919921875
2023,26,32,Moderate (26-32),SEN,Senegal,5311.38232421875
2023,26,32,Moderate (26-32),SVK,Slovakia,669.7978515625
2023,26,32,Moderate (26-32),SVN,Slovenia,837.35784912109375
2023,26,32,Moderate (26-32),SLB,Solomon Is,5901.86767578125
2023,26,32,Moderate (26-32),SOM,Somalia,4106.97314453125
2023,26,32,Moderate (26-32),ZAF,South Africa,1721.5460205078125
2023,26,32,Moderate (26-32),SSD,South Sudan,5486.4677734375
2023,26,32,Moderate (26-32),ESP,Spain,1345.1446533203125
2023,26,32,Moderate (26-32),LKA,Sri Lanka,5277.00439453125
2023,26,32,Moderate (26-32),KNA,St Kitts & Nevis,3906.111083984375
2023,26,32,Moderate (26-32),LCA,St Lucia,4458.54833984375
2023,26,32,Moderate (26-32),VCT,St Vincent & the Grenadines,4037.954833984375
2023,26,32,Moderate (26-32),SDN,Sudan,4466.34814453125
2023,26,32,Moderate (26-32),SUR,Suriname,5126.24658203125
2023,26,32,Moderate (26-32),SWZ,Swaziland,2050.706787109375
2023,26,32,Moderate (26-32),SWE,Sweden,79.20109558105469
2023,26,32,Moderate (26-32),CHE,Switzerland,484.4350280761719
2023,26,32,Moderate (26-32),SYR,Syria,2336.6884765625
2023,26,32,Moderate (26-32),TWN,Taiwan,2796.302734375
2023,26,32,Moderate (26-32),TJK,Tajikistan,716.032958984375
2023,26,32,Moderate (26-32),TZA,Tanzania,3187.125
2023,26,32,Moderate (26-32),THA,Thailand,5478.7783203125
2023,26,32,Moderate (26-32),TLS,Timor-Leste,4730.78125
2023,26,32,Moderate (26-32),TGO,Togo,5327.123046875
2023,26,32,Moderate (26-32),TUV,Tuvalu,6966.1015625
2023,26,32,Moderate (26-32),UGA,Uganda,3410.4697265625
2023,26,32,Moderate (26-32),URY,Uruguay,1406.17626953125
2023,26,32,Moderate (26-32),UZB,Uzbekistan,1783.6925048828125
2023,26,32,Moderate (26-32),VUT,Vanuatu,3536.164306640625
2023,26,32,Moderate (26-32),VAT,Vatican City,1632
2023,26,32,Moderate (26-32),VEN,Venezuela,5432.9912109375
2023,26,32,Moderate (26-32),VNM,Vietnam,4373.05126953125
2023,26,32,Moderate (26-32),ZMB,Zambia,2934.590087890625
2023,26,32,Moderate (26-32),ZWE,Zimbabwe,2763.580810546875
2023,26,32,Moderate (26-32),YEM,Yemen,4216.32275390625
2023,26,32,Moderate (26-32),UKR,Ukraine,753.4561767578125
2023,26,32,Moderate (26-32),BHR,Bahrain,4742.9111328125
2023,26,32,Moderate (26-32),KWT,Kuwait,4034.467041015625
2023,26,32,Moderate (26-32),QAT,Qatar,5025.51025390625
2023,26,32,Moderate (26-32),ARE,United Arab Emirates,5210.52978515625
2023,26,32,Moderate (26-32),TUR,Turkey,1146.471923828125
2023,26,32,Moderate (26-32),ISR,Israel,2626.49169921875
2023,26,32,Moderate (26-32),BGD,Bangladesh,5598.447265625
2023,26,32,Moderate (26-32),MMR,Burma,4415.1494140625
2023,26,32,Moderate (26-32),IND,India,4252.45751953125
2023,26,32,Moderate (26-32),BEN,Benin,5327.72900390625
2023,26,32,Moderate (26-32),NER,Niger,4384.6435546875
2023,26,32,Moderate (26-32),NGA,Nigeria,5214.7783203125
2023,26,32,Moderate (26-32),111,Abyei,5971.66845703125
2023,26,32,Moderate (26-32),112,Aksai Chin,2.1930582523345947
2023,26,32,Moderate (26-32),113,CH-IN,6.755082607269287
2023,26,32,Moderate (26-32),114,Demchok,16.93049430847168
2023,26,32,Moderate (26-32),115,Dragonja,1215.7779541015625
2023,26,32,Moderate (26-32),117,Falkland Islands (UK),2.253926992416382
2023,26,32,Moderate (26-32),118,Gaza Strip,2634.539306640625
2023,26,32,Moderate (26-32),119,Kalapani,3.905499219894409
2023,26,32,Moderate (26-32),120,Isla Brasilera,2164.000244140625
2023,26,32,Moderate (26-32),121,Siachen-Saltoro,25.299346923828125
2023,26,32,Moderate (26-32),122,Koualou,5684
2023,26,32,Moderate (26-32),123,Liancourt Rocks,1003.0000610351562
2023,26,32,Moderate (26-32),124,No Man's Land,2439.39404296875
2023,26,32,Moderate (26-32),125,Paracel Is,5338
2023,26,32,Moderate (26-32),126,Sanafir & Tiran Is.,4228.73583984375
2023,26,32,Moderate (26-32),127,Senkakus,2870
2023,26,32,Moderate (26-32),128,Spratly Is,6039
2023,26,32,Moderate (26-32),129,West Bank,2643.972412109375
2023,26,32,Moderate (26-32),ESH,Western Sahara,2913.84375
2023,32,38,Strong (32-38),AFG,Afghanistan,1082.9736328125
2023,32,38,Strong (32-38),GBR,United Kingdom,22.79701805114746
2023,32,38,Strong (32-38),ALB,Albania,344.009521484375
2023,32,38,Strong (32-38),DZA,Algeria,2163.13818359375
2023,32,38,Strong (32-38),USA,United States,539.436767578125
2023,32,38,Strong (32-38),ATG,Antigua & Barbuda,369.95257568359375
2023,32,38,Strong (32-38),ARG,Argentina,654.49365234375
2023,32,38,Strong (32-38),AND,Andorra,86.81046295166016
2023,32,38,Strong (32-38),AGO,Angola,1399.299560546875
2023,32,38,Strong (32-38),ARM,Armenia,166.50596618652344
2023,32,38,Strong (32-38),NLD,Netherlands,44.898841857910156
2023,32,38,Strong (32-38),AUS,Australia,1504.574951171875
2023,32,38,Strong (32-38),AUT,Austria,103.91232299804688
2023,32,38,Strong (32-38),AZE,Azerbaijan,581.34674072265625
2023,32,38,Strong (32-38),BHS,"Bahamas, The",1091.6241455078125
2023,32,38,Strong (32-38),BRB,Barbados,364.4684753417969
2023,32,38,Strong (32-38),BLR,Belarus,46.674007415771484
2023,32,38,Strong (32-38),BEL,Belgium,52.719207763671875
2023,32,38,Strong (32-38),BLZ,Belize,2161.9404296875
2023,32,38,Strong (32-38),BTN,Bhutan,306.3821105957031
2023,32,38,Strong (32-38),BOL,Bolivia,2016.8419189453125
2023,32,38,Strong (32-38),BIH,Bosnia & Herzegovina,245.48129272460938
2023,32,38,Strong (32-38),BWA,Botswana,1554.54638671875
2023,32,38,Strong (32-38),NOR,Norway,2.491387367248535
2023,32,38,Strong (32-38),COL,Colombia,2569.40380859375
2023,32,38,Strong (32-38),COM,Comoros,1510.4019775390625
2023,32,38,Strong (32-38),BRA,Brazil,2451.918701171875
2023,32,38,Strong (32-38),FRA,France,389.3013916015625
2023,32,38,Strong (32-38),COD,"Congo, Dem Rep of the",2366.524658203125
2023,32,38,Strong (32-38),COG,"Congo, Rep of the",2500.066162109375
2023,32,38,Strong (32-38),NZL,New Zealand,11.130782127380371
2023,32,38,Strong (32-38),BRN,Brunei,3094.285888671875
2023,32,38,Strong (32-38),BGR,Bulgaria,330.8430480957031
2023,32,38,Strong (32-38),BFA,Burkina Faso,3236.698486328125
2023,32,38,Strong (32-38),BDI,Burundi,183.455810546875
2023,32,38,Strong (32-38),CPV,Cabo Verde,341.4053955078125
2023,32,38,Strong (32-38),KHM,Cambodia,2816.230712890625
2023,32,38,Strong (32-38),CMR,Cameroon,2306.656005859375
2023,32,38,Strong (32-38),CAN,Canada,26.42933464050293
2023,32,38,Strong (32-38),CRI,Costa Rica,1603.4244384765625
2023,32,38,Strong (32-38),CIV,Cote d'Ivoire,2771.1630859375
2023,32,38,Strong (32-38),HRV,Croatia,332.9354553222656
2023,32,38,Strong (32-38),CUB,Cuba,2207.12744140625
2023,32,38,Strong (32-38),CAF,Central African Rep,2819.27294921875
2023,32,38,Strong (32-38),TCD,Chad,2841.408935546875
2023,32,38,Strong (32-38),CHL,Chile,164.88623046875
2023,32,38,Strong (32-38),CHN,China,536.480224609375
2023,32,38,Strong (32-38),CYP,Cyprus,827.19927978515625
2023,32,38,Strong (32-38),CZE,Czechia,97.0696029663086
2023,32,38,Strong (32-38),DNK,Denmark,1.9066890478134155
2023,32,38,Strong (32-38),DJI,Djibouti,3152.34814453125
2023,32,38,Strong (32-38),DMA,Dominica,280.58251953125
2023,32,38,Strong (32-38),DOM,Dominican Republic,1667.02001953125
2023,32,38,Strong (32-38),ECU,Ecuador,1700.4547119140625
2023,32,38,Strong (32-38),EGY,Egypt,1880.4853515625
2023,32,38,Strong (32-38),SLV,El Salvador,2873.34423828125
2023,32,38,Strong (32-38),GNQ,Equatorial Guinea,1598.4515380859375
2023,32,38,Strong (32-38),ERI,Eritrea,2944.558349609375
2023,32,38,Strong (32-38),EST,Estonia,7.399003028869629
2023,32,38,Strong (32-38),ETH,Ethiopia,1656.3048095703125
2023,32,38,Strong (32-38),FJI,Fiji,1080.529052734375
2023,32,38,Strong (32-38),FIN,Finland,3.6556625366210938
2023,32,38,Strong (32-38),GAB,Gabon,2150.633056640625
2023,32,38,Strong (32-38),GMB,"Gambia, The",2816.322509765625
2023,32,38,Strong (32-38),MAR,Morocco,1116.54052734375
2023,32,38,Strong (32-38),MOZ,Mozambique,1563.0968017578125
2023,32,38,Strong (32-38),NAM,Namibia,1524.7197265625
2023,32,38,Strong (32-38),GEO,Georgia,223.48165893554688
2023,32,38,Strong (32-38),DEU,Germany,89.722625732421875
2023,32,38,Strong (32-38),GHA,Ghana,2869.8330078125
2023,32,38,Strong (32-38),GRC,Greece,442.9920654296875
2023,32,38,Strong (32-38),GRL,Greenland,1.5192369222640991
2023,32,38,Strong (32-38),GRD,Grenada,378.0098876953125
2023,32,38,Strong (32-38),NRU,Nauru,1518
2023,32,38,Strong (32-38),GTM,Guatemala,2088.37158203125
2023,32,38,Strong (32-38),NPL,Nepal,1171.0426025390625
2023,32,38,Strong (32-38),GIN,Guinea,2663.79541015625
2023,32,38,Strong (32-38),GNB,Guinea-Bissau,2841.462646484375
2023,32,38,Strong (32-38),GUY,Guyana,2266.463623046875
2023,32,38,Strong (32-38),HTI,Haiti,2073.660400390625
2023,32,38,Strong (32-38),JOR,Jordan,1384.0845947265625
2023,32,38,Strong (32-38),HND,Honduras,1597.2384033203125
2023,32,38,Strong (32-38),HUN,Hungary,330.04656982421875
2023,32,38,Strong (32-38),IDN,Indonesia,2280.63232421875
2023,32,38,Strong (32-38),IRN,Iran,1383.7222900390625
2023,32,38,Strong (32-38),IRQ,Iraq,2139.15283203125
2023,32,38,Strong (32-38),IRL,Ireland,3.5297982692718506
2023,32,38,Strong (32-38),KAZ,Kazakhstan,435.35894775390625
2023,32,38,Strong (32-38),KEN,Kenya,1805.7337646484375
2023,32,38,Strong (32-38),KIR,Kiribati,643.44683837890625
2023,32,38,Strong (32-38),PRK,"Korea, North",200.75096130371094
2023,32,38,Strong (32-38),KOR,"Korea, South",383.00140380859375
2023,32,38,Strong (32-38),XKX,Kosovo,242.26806640625
2023,32,38,Strong (32-38),SRB,Serbia,334.8183898925781
2023,32,38,Strong (32-38),SYC,Seychelles,842.59600830078125
2023,32,38,Strong (32-38),SLE,Sierra Leone,2551.125244140625
2023,32,38,Strong (32-38),SGP,Singapore,1991.0296630859375
2023,32,38,Strong (32-38),ITA,Italy,456.3039855957031
2023,32,38,Strong (32-38),JAM,Jamaica,2379.353759765625
2023,32,38,Strong (32-38),JPN,Japan,347.5694580078125
2023,32,38,Strong (32-38),KGZ,Kyrgyzstan,408.94512939453125
2023,32,38,Strong (32-38),LAO,Laos,1695.4822998046875
2023,32,38,Strong (32-38),LVA,Latvia,15.638052940368652
2023,32,38,Strong (32-38),LBN,Lebanon,625.641357421875
2023,32,38,Strong (32-38),LSO,Lesotho,49.265560150146484
2023,32,38,Strong (32-38),LBR,Liberia,2323.369384765625
2023,32,38,Strong (32-38),LBY,Libya,1732.860595703125
2023,32,38,Strong (32-38),LIE,Liechtenstein,74.36712646484375
2023,32,38,Strong (32-38),LTU,Lithuania,31.838829040527344
2023,32,38,Strong (32-38),LUX,Luxembourg,43.66856002807617
2023,32,38,Strong (32-38),MCO,Monaco,243
2023,32,38,Strong (32-38),MNG,Mongolia,180.57179260253906
2023,32,38,Strong (32-38),MNE,Montenegro,115.54914093017578
2023,32,38,Strong (32-38),MKD,Macedonia,290.10955810546875
2023,32,38,Strong (32-38),MDG,Madagascar,1361.9779052734375
2023,32,38,Strong (32-38),MWI,Malawi,710.60162353515625
2023,32,38,Strong (32-38),MYS,Malaysia,2509.962890625
2023,32,38,Strong (32-38),MDV,Maldives,1415.970703125
2023,32,38,Strong (32-38),MLI,Mali,3251.09765625
2023,32,38,Strong (32-38),MLT,Malta,244.90557861328125
2023,32,38,Strong (32-38),MHL,Marshall Is,313.6030578613281
2023,32,38,Strong (32-38),MRT,Mauritania,2894.154541015625
2023,32,38,Strong (32-38),MUS,Mauritius,820.13543701171875
2023,32,38,Strong (32-38),MEX,Mexico,1416.2755126953125
2023,32,38,Strong (32-38),FSM,"Micronesia, Fed States of",875.57855224609375
2023,32,38,Strong (32-38),MDA,Moldova,318.7950134277344
2023,32,38,Strong (32-38),NIC,Nicaragua,1766.39794921875
2023,32,38,Strong (32-38),OMN,Oman,3005.96630859375
2023,32,38,Strong (32-38),PAK,Pakistan,2210.3408203125
2023,32,38,Strong (32-38),PLW,Palau,1066.382568359375
2023,32,38,Strong (32-38),PAN,Panama,1972.7119140625
2023,32,38,Strong (32-38),PNG,Papua New Guinea,1683.1376953125
2023,32,38,Strong (32-38),PRY,Paraguay,2049.33154296875
2023,32,38,Strong (32-38),PER,Peru,2157.3310546875
2023,32,38,Strong (32-38),PHL,Philippines,1995.6942138671875
2023,32,38,Strong (32-38),POL,Poland,75.8536148071289
2023,32,38,Strong (32-38),PRT,Portugal,440.9588317871094
2023,32,38,Strong (32-38),ROU,Romania,268.9242858886719
2023,32,38,Strong (32-38),RUS,Russia,56.28842544555664
2023,32,38,Strong (32-38),RWA,Rwanda,164.88523864746094
2023,32,38,Strong (32-38),WSM,Samoa,1062.126708984375
2023,32,38,Strong (32-38),SMR,San Marino,562
2023,32,38,Strong (32-38),TON,Tonga,205.73350524902344
2023,32,38,Strong (32-38),TTO,Trinidad & Tobago,1302.9537353515625
2023,32,38,Strong (32-38),TUN,Tunisia,1392.796142578125
2023,32,38,Strong (32-38),TKM,Turkmenistan,1266.3525390625
2023,32,38,Strong (32-38),STP,Sao Tome & Principe,708.788818359375
2023,32,38,Strong (32-38),SAU,Saudi Arabia,2484.107421875
2023,32,38,Strong (32-38),SEN,Senegal,3137.565185546875
2023,32,38,Strong (32-38),SVK,Slovakia,122.68482208251953
2023,32,38,Strong (32-38),SVN,Slovenia,158.5048828125
2023,32,38,Strong (32-38),SLB,Solomon Is,1588.22802734375
2023,32,38,Strong (32-38),SOM,Somalia,2212.81884765625
2023,32,38,Strong (32-38),ZAF,South Africa,677.78228759765625
2023,32,38,Strong (32-38),SSD,South Sudan,3207.556396484375
2023,32,38,Strong (32-38),ESP,Spain,533.4210205078125
2023,32,38,Strong (32-38),LKA,Sri Lanka,2019.1756591796875
2023,32,38,Strong (32-38),KNA,St Kitts & Nevis,354.33673095703125
2023,32,38,Strong (32-38),LCA,St Lucia,1147.0057373046875
2023,32,38,Strong (32-38),VCT,St Vincent & the Grenadines,306.6627197265625
2023,32,38,Strong (32-38),SDN,Sudan,2893.13720703125
2023,32,38,Strong (32-38),SUR,Suriname,2312.35546875
2023,32,38,Strong (32-38),SWZ,Swaziland,641.54656982421875
2023,32,38,Strong (32-38),SWE,Sweden,1.7776341438293457
2023,32,38,Strong (32-38),CHE,Switzerland,131.94097900390625
2023,32,38,Strong (32-38),SYR,Syria,1361.6103515625
2023,32,38,Strong (32-38),TWN,Taiwan,853.55328369140625
2023,32,38,Strong (32-38),TJK,Tajikistan,800.75897216796875
2023,32,38,Strong (32-38),TZA,Tanzania,1058.5123291015625
2023,32,38,Strong (32-38),THA,Thailand,2434.338134765625
2023,32,38,Strong (32-38),TLS,Timor-Leste,1619.468994140625
2023,32,38,Strong (32-38),TGO,Togo,2915.75146484375
2023,32,38,Strong (32-38),TUV,Tuvalu,1278.935302734375
2023,32,38,Strong (32-38),UGA,Uganda,1301.9039306640625
2023,32,38,Strong (32-38),URY,Uruguay,558.33612060546875
2023,32,38,Strong (32-38),UZB,Uzbekistan,988.56005859375
2023,32,38,Strong (32-38),VUT,Vanuatu,660.14642333984375
2023,32,38,Strong (32-38),VAT,Vatican City,646
2023,32,38,Strong (32-38),VEN,Venezuela,2553.48193359375
2023,32,38,Strong (32-38),VNM,Vietnam,1767.6796875
2023,32,38,Strong (32-38),ZMB,Zambia,1078.51025390625
2023,32,38,Strong (32-38),ZWE,Zimbabwe,1078.0577392578125
2023,32,38,Strong (32-38),YEM,Yemen,2420.8701171875
2023,32,38,Strong (32-38),UKR,Ukraine,155.52642822265625
2023,32,38,Strong (32-38),BHR,Bahrain,3007.203857421875
2023,32,38,Strong (32-38),KWT,Kuwait,2671.279052734375
2023,32,38,Strong (32-38),QAT,Qatar,3226.014892578125
2023,32,38,Strong (32-38),ARE,United Arab Emirates,3450.74169921875
2023,32,38,Strong (32-38),TUR,Turkey,424.7784729003906
2023,32,38,Strong (32-38),ISR,Israel,1385.8428955078125
2023,32,38,Strong (32-38),BGD,Bangladesh,2489.087646484375
2023,32,38,Strong (32-38),MMR,Burma,1772.0111083984375
2023,32,38,Strong (32-38),IND,India,2191.315185546875
2023,32,38,Strong (32-38),BEN,Benin,3055.253173828125
2023,32,38,Strong (32-38),NER,Niger,2908.067626953125
2023,32,38,Strong (32-38),NGA,Nigeria,2857.734375
2023,32,38,Strong (32-38),111,Abyei,3500.9169921875
2023,32,38,Strong (32-38),115,Dragonja,224.00637817382812
2023,32,38,Strong (32-38),118,Gaza Strip,901.333740234375
2023,32,38,Strong (32-38),119,Kalapani,251
2023,32,38,Strong (32-38),120,Isla Brasilera,945
2023,32,38,Strong (32-38),122,Koualou,3301
2023,32,38,Strong (32-38),123,Liancourt Rocks,173
2023,32,38,Strong (32-38),124,No Man's Land,1259.390380859375
2023,32,38,Strong (32-38),125,Paracel Is,1421
2023,32,38,Strong (32-38),126,Sanafir & Tiran Is.,2431.403564453125
